target_id,model_name,randomize_labels,fold,feature_rank,feature_id,selector_score,train_presence
age_weeks,ridge,False,1,28,chr4:49055000-49059999,0.5649554253446587,0.9985074626865672
age_weeks,ridge,False,1,29,chr10:114800000-114804999,0.5631432525772617,0.9985074626865672
age_weeks,ridge,False,1,30,chr9:4795000-4799999,0.5622602683094207,0.9955223880597015
age_weeks,ridge,False,1,31,chr2:180595000-180599999,0.5622196566979804,0.9895522388059701
age_weeks,ridge,False,1,32,chr3:117360000-117364999,0.5593935702509972,0.991044776119403
age_weeks,ridge,False,1,33,chr8:121115000-121119999,0.5587853408984491,1.0
age_weeks,ridge,False,1,34,chr11:42420000-42424999,0.5584172991097223,0.9955223880597015
age_weeks,ridge,False,1,35,chr4:73790000-73794999,0.5580439622161149,0.9985074626865672
age_weeks,ridge,False,1,36,chr3:92080000-92084999,0.5580147733623039,0.9925373134328358
age_weeks,ridge,False,1,37,chr17:93200000-93204999,0.557858086776942,1.0
age_weeks,ridge,False,1,38,chr9:69765000-69769999,0.5577014366358707,0.9985074626865672
age_weeks,ridge,False,1,39,chr13:36735000-36739999,0.5565797189243489,0.9970149253731343
age_weeks,ridge,False,1,40,chr1:19230000-19234999,0.5565568626529954,0.9925373134328358
age_weeks,ridge,False,1,41,chr13:118710000-118714999,0.556347938843567,0.9865671641791045
age_weeks,ridge,False,1,42,chr18:15755000-15759999,0.5561036125426206,0.9791044776119403
age_weeks,ridge,False,1,43,chr12:27340000-27344999,0.5557125716095854,1.0
age_weeks,ridge,False,1,44,chr2:147080000-147084999,0.5554162271477733,1.0
age_weeks,ridge,False,1,45,chr18:64265000-64269999,0.5545814902376953,1.0
age_weeks,ridge,False,1,46,chr8:12400000-12404999,0.553872288247769,0.9985074626865672
age_weeks,ridge,False,1,47,chr12:58210000-58214999,0.5536814873600673,0.9761194029850746
age_weeks,ridge,False,1,48,chr18:45560000-45564999,0.5530244913060008,0.9985074626865672
age_weeks,ridge,False,1,49,chr17:69435000-69439999,0.5500680788409453,0.9970149253731343
age_weeks,ridge,False,1,50,chr12:27335000-27339999,0.5500595956743448,0.9970149253731343
age_weeks,ridge,False,1,51,chr4:104365000-104369999,0.5491562638660862,1.0
age_weeks,ridge,False,1,52,chr9:8900000-8904999,0.5489518428083782,1.0
age_weeks,ridge,False,1,53,chr19:17835000-17839999,0.5485689653312049,1.0
age_weeks,ridge,False,1,54,chr14:70075000-70079999,0.5483533499240448,1.0
age_weeks,ridge,False,1,55,chr11:33200000-33204999,0.5458875594684075,1.0
age_weeks,ridge,False,1,56,chr4:25800000-25804999,0.5457426662141025,0.9955223880597015
age_weeks,ridge,False,1,57,chr1:193035000-193039999,0.544873569954573,0.9701492537313433
age_weeks,ridge,False,1,58,chr18:45555000-45559999,0.544311424437375,0.9985074626865672
age_weeks,ridge,False,1,59,chr8:89040000-89044999,0.5442349181783103,1.0
age_weeks,ridge,False,1,60,chr4:124880000-124884999,0.5440510529975809,0.9985074626865672
age_weeks,ridge,False,1,61,chr8:102780000-102784999,0.5440010588606148,0.9970149253731343
age_weeks,ridge,False,1,62,chr4:36950000-36954999,0.5439878147295336,0.9985074626865672
age_weeks,ridge,False,1,63,chr7:70365000-70369999,0.5437310930430722,1.0
age_weeks,ridge,False,1,64,chr14:4415000-4419999,0.5425569887876466,0.9895522388059701
age_weeks,ridge,False,1,65,chr12:5370000-5374999,0.5425113541319355,0.9970149253731343
age_weeks,ridge,False,1,66,chr5:132540000-132544999,0.542436025132036,1.0
age_weeks,ridge,False,1,67,chr11:93095000-93099999,0.5423722499748838,1.0
age_weeks,ridge,False,1,68,chr5:28210000-28214999,0.542205160641856,1.0
age_weeks,ridge,False,1,69,chr6:77240000-77244999,0.5407368583969102,0.9985074626865672
age_weeks,ridge,False,1,70,chr5:15930000-15934999,0.5404775660393485,0.9731343283582089
age_weeks,ridge,False,1,71,chr2:157910000-157914999,0.5394397760314326,0.9985074626865672
age_weeks,ridge,False,1,72,chr1:134340000-134344999,0.5390748502791867,0.9940298507462687
age_weeks,ridge,False,1,73,chr12:5375000-5379999,0.5380491125697118,0.9985074626865672
age_weeks,ridge,False,1,74,chr12:17990000-17994999,0.537351872862503,1.0
age_weeks,ridge,False,1,75,chr9:111310000-111314999,0.5372331142762121,0.9985074626865672
age_weeks,ridge,False,1,76,chr5:108545000-108549999,0.5367435320481088,1.0
age_weeks,ridge,False,1,77,chr2:64095000-64099999,0.536204371243907,0.9880597014925373
age_weeks,ridge,False,1,78,chr2:55435000-55439999,0.5360626398390287,1.0
age_weeks,ridge,False,1,79,chr11:16750000-16754999,0.5350946230687772,0.9985074626865672
age_weeks,ridge,False,1,80,chr6:64730000-64734999,0.5350392805231525,0.9955223880597015
age_weeks,ridge,False,1,81,chr4:81440000-81444999,0.5336215529694255,0.9985074626865672
age_weeks,ridge,False,1,82,chr4:99655000-99659999,0.5334986126153936,1.0
age_weeks,ridge,False,1,83,chr8:44935000-44939999,0.5329719644921747,1.0
age_weeks,ridge,False,1,84,chr17:67350000-67354999,0.5327523209939935,0.9985074626865672
age_weeks,ridge,False,1,85,chr5:128600000-128604999,0.5327512533138336,1.0
age_weeks,ridge,False,1,86,chr2:109690000-109694999,0.5322248673914733,1.0
age_weeks,ridge,False,1,87,chr3:34650000-34654999,0.5319768699772874,1.0
age_weeks,ridge,False,1,88,chr9:69760000-69764999,0.5316935048698103,0.9985074626865672
age_weeks,ridge,False,1,89,chr1:69105000-69109999,0.5308809280239305,1.0
age_weeks,ridge,False,1,90,chr6:6870000-6874999,0.5307153796445435,0.9955223880597015
age_weeks,ridge,False,1,91,chr2:149830000-149834999,0.5303545242974604,1.0
age_weeks,ridge,False,1,92,chr5:7340000-7344999,0.5292234306464355,0.9835820895522388
age_weeks,ridge,False,1,93,chr1:109980000-109984999,0.5289115930999166,0.9865671641791045
age_weeks,ridge,False,1,94,chr3:62335000-62339999,0.5283774394953441,1.0
age_weeks,ridge,False,1,95,chr4:85205000-85209999,0.528233105857751,0.9985074626865672
age_weeks,ridge,False,1,96,chr17:68840000-68844999,0.5274882512001213,0.9985074626865672
age_weeks,ridge,False,1,97,chr13:81630000-81634999,0.527409992768528,0.9955223880597015
age_weeks,ridge,False,1,98,chr1:32170000-32174999,0.527242654492336,1.0
age_weeks,ridge,False,1,99,chr10:125385000-125389999,0.5267166069275838,0.9925373134328358
age_weeks,ridge,False,1,100,chr17:69965000-69969999,0.526516094639071,0.9985074626865672
age_weeks,ridge,False,1,101,chr7:107210000-107214999,0.525862835276343,0.9970149253731343
age_weeks,ridge,False,1,102,chr1:119420000-119424999,0.5257691362270894,1.0
age_weeks,ridge,False,1,103,chr7:14620000-14624999,0.5255723439889424,0.9940298507462687
age_weeks,ridge,False,1,104,chr6:24955000-24959999,0.5254408077948197,0.9970149253731343
age_weeks,ridge,False,1,105,chr16:28445000-28449999,0.5253878840910352,1.0
age_weeks,ridge,False,1,106,chr13:72625000-72629999,0.5249320948869125,1.0
age_weeks,ridge,False,1,107,chr1:77510000-77514999,0.5246695871683865,1.0
age_weeks,ridge,False,1,108,chr10:125965000-125969999,0.5244708295770396,1.0
age_weeks,ridge,False,1,109,chr10:79920000-79924999,0.5240990292187169,0.982089552238806
age_weeks,ridge,False,1,110,chr9:49340000-49344999,0.5233984908593007,1.0
age_weeks,ridge,False,1,111,chr2:179440000-179444999,0.5229704080172071,0.9970149253731343
age_weeks,ridge,False,1,112,chr9:99875000-99879999,0.5229528344606496,1.0
age_weeks,ridge,False,1,113,chr2:147185000-147189999,0.5223586653264095,1.0
age_weeks,ridge,False,1,114,chr13:65350000-65354999,0.5222524699919987,0.9761194029850746
age_weeks,ridge,False,1,115,chr8:99415000-99419999,0.5214853424897354,0.9985074626865672
age_weeks,ridge,False,1,116,chr6:113195000-113199999,0.5214236535250147,0.9970149253731343
age_weeks,ridge,False,1,117,chr4:99650000-99654999,0.5213971907214924,1.0
age_weeks,ridge,False,1,118,chr17:36215000-36219999,0.5206809363068273,0.9985074626865672
age_weeks,ridge,False,1,119,chr12:46815000-46819999,0.5206089532149109,1.0
age_weeks,ridge,False,1,120,chr6:8955000-8959999,0.5203078876478076,1.0
age_weeks,ridge,False,1,121,chr5:15935000-15939999,0.5200884980779167,0.9970149253731343
age_weeks,ridge,False,1,122,chr5:14510000-14514999,0.5186238548571509,0.991044776119403
age_weeks,ridge,False,1,123,chr2:106690000-106694999,0.5179771886396392,1.0
age_weeks,ridge,False,1,124,chr18:58205000-58209999,0.5178693483054276,0.9970149253731343
age_weeks,ridge,False,1,125,chr14:12820000-12824999,0.5176957807076846,1.0
age_weeks,ridge,False,1,126,chr3:49755000-49759999,0.5168677548889072,0.9955223880597015
age_weeks,ridge,False,1,127,chr2:74655000-74659999,0.5159352358634922,1.0
age_weeks,ridge,False,1,128,chr5:47980000-47984999,0.5156201209203161,0.9985074626865672
age_weeks,ridge,False,1,129,chr1:176275000-176279999,0.5149561625841979,0.9985074626865672
age_weeks,ridge,False,1,130,chr12:56610000-56614999,0.514879681543206,0.9985074626865672
age_weeks,ridge,False,1,131,chr9:55545000-55549999,0.5145053195537136,1.0
age_weeks,ridge,False,1,132,chr6:105675000-105679999,0.5144202203595672,1.0
age_weeks,ridge,False,1,133,chr17:42315000-42319999,0.5142839901503019,0.9985074626865672
age_weeks,ridge,False,1,134,chr10:52690000-52694999,0.5124808552389187,0.9970149253731343
age_weeks,ridge,False,1,135,chr1:19210000-19214999,0.5124322665486268,0.9970149253731343
age_weeks,ridge,False,1,136,chr3:83125000-83129999,0.5121434152162604,0.9985074626865672
age_weeks,ridge,False,1,137,chr4:22495000-22499999,0.5120735025722799,0.9985074626865672
age_weeks,ridge,False,1,138,chr12:22745000-22749999,0.5120090822860275,0.9985074626865672
age_weeks,ridge,False,1,139,chr4:78210000-78214999,0.5119721486197587,1.0
age_weeks,ridge,False,1,140,chr19:44730000-44734999,0.5117202634582372,1.0
age_weeks,ridge,False,1,141,chr2:74690000-74694999,0.5116878146890854,1.0
age_weeks,ridge,False,1,142,chr17:67695000-67699999,0.5116525498294795,0.9985074626865672
age_weeks,ridge,False,1,143,chr1:46065000-46069999,0.5111287250188007,0.9985074626865672
age_weeks,ridge,False,1,144,chr4:76450000-76454999,0.5106969741216558,1.0
age_weeks,ridge,False,1,145,chr9:20640000-20644999,0.5105701952336738,0.9955223880597015
age_weeks,ridge,False,1,146,chr4:86710000-86714999,-0.5105547854326729,0.9970149253731343
age_weeks,ridge,False,1,147,chr14:111675000-111679999,0.5098085870716849,1.0
age_weeks,ridge,False,1,148,chr8:125670000-125674999,0.5091787747096796,0.9985074626865672
age_weeks,ridge,False,1,149,chr11:21990000-21994999,0.509150400033877,0.9970149253731343
age_weeks,ridge,False,1,150,chr12:49385000-49389999,0.50908962336757,1.0
age_weeks,ridge,False,1,151,chr17:26835000-26839999,0.509073731141879,1.0
age_weeks,ridge,False,1,152,chr2:136385000-136389999,0.5090092982554751,0.9970149253731343
age_weeks,ridge,False,1,153,chr12:23185000-23189999,0.5088057245011965,0.9880597014925373
age_weeks,ridge,False,1,154,chr11:3625000-3629999,0.5087033707604983,0.9940298507462687
age_weeks,ridge,False,1,155,chr2:31635000-31639999,0.5085969854390547,1.0
age_weeks,ridge,False,1,156,chr13:94875000-94879999,0.5085644086644041,0.9985074626865672
age_weeks,ridge,False,1,157,chr9:86875000-86879999,0.5083770260803246,0.9970149253731343
age_weeks,ridge,False,1,158,chr4:91370000-91374999,0.5076455768808692,1.0
age_weeks,ridge,False,1,159,chr11:69965000-69969999,0.5070995123277848,1.0
age_weeks,ridge,False,1,160,chr12:118845000-118849999,0.5065960217867843,1.0
age_weeks,ridge,False,1,161,chr11:69235000-69239999,0.5065879061189857,1.0
age_weeks,ridge,False,1,162,chr14:48665000-48669999,0.5065132111715843,0.9985074626865672
age_weeks,ridge,False,1,163,chr13:42705000-42709999,0.5064126460264929,0.9940298507462687
age_weeks,ridge,False,1,164,chr6:21850000-21854999,0.5060463941065745,0.9985074626865672
age_weeks,ridge,False,1,165,chr8:36610000-36614999,0.5052301630230202,1.0
age_weeks,ridge,False,1,166,chr18:9210000-9214999,0.5051619794817179,1.0
age_weeks,ridge,False,1,167,chr1:194620000-194624999,0.5048220631779125,0.9925373134328358
age_weeks,ridge,False,1,168,chr10:103025000-103029999,0.5042018770606294,0.9985074626865672
age_weeks,ridge,False,1,169,chr3:103680000-103684999,0.5041760155846032,0.9955223880597015
age_weeks,ridge,False,1,170,chr4:54945000-54949999,0.5041022214664432,1.0
age_weeks,ridge,False,1,171,chr1:77515000-77519999,0.5040853837325493,0.9970149253731343
age_weeks,ridge,False,1,172,chr18:63385000-63389999,0.5039186939676643,0.9955223880597015
age_weeks,ridge,False,1,173,chr14:4180000-4184999,0.5035178515753815,0.9805970149253731
age_weeks,ridge,False,1,174,chr1:72535000-72539999,0.5030929765678198,1.0
age_weeks,ridge,False,1,175,chr4:139830000-139834999,0.502968685845544,1.0
age_weeks,ridge,False,1,176,chr1:15285000-15289999,0.5024421256156363,0.9985074626865672
age_weeks,ridge,False,1,177,chr13:51565000-51569999,0.5022379187264273,1.0
age_weeks,ridge,False,1,178,chr1:42690000-42694999,0.5019579167978714,0.9970149253731343
age_weeks,ridge,False,1,179,chr16:65810000-65814999,0.5019015132371804,0.9895522388059701
age_weeks,ridge,False,1,180,chr1:185455000-185459999,0.5015531238982822,1.0
age_weeks,ridge,False,1,181,chr5:49520000-49524999,0.50149958583207,0.9343283582089552
age_weeks,ridge,False,1,182,chr12:18610000-18614999,0.5006202853931894,0.9970149253731343
age_weeks,ridge,False,1,183,chr12:113185000-113189999,0.50059887489561,0.9940298507462687
age_weeks,ridge,False,1,184,chr10:52020000-52024999,0.5004815920091806,0.9985074626865672
age_weeks,ridge,False,1,185,chr14:4645000-4649999,0.5004754497210694,0.9970149253731343
age_weeks,ridge,False,1,186,chr18:42400000-42404999,0.5003634182230781,0.9970149253731343
age_weeks,ridge,False,1,187,chr13:60175000-60179999,0.49922914738894886,1.0
age_weeks,ridge,False,1,188,chr8:19535000-19539999,0.4986513152862848,0.991044776119403
age_weeks,ridge,False,1,189,chr8:110165000-110169999,0.4983141960958657,0.9925373134328358
age_weeks,ridge,False,1,190,chr3:82875000-82879999,0.49827812246313224,0.9925373134328358
age_weeks,ridge,False,1,191,chr2:172040000-172044999,0.4982448821192523,0.9970149253731343
age_weeks,ridge,False,1,192,chr15:11900000-11904999,0.49814791777251455,0.9970149253731343
age_weeks,ridge,False,1,193,chr8:87960000-87964999,0.49802627286161344,0.9985074626865672
age_weeks,ridge,False,1,194,chr18:44660000-44664999,0.4979815654615301,0.9985074626865672
age_weeks,ridge,False,1,195,chr3:118430000-118434999,0.4978988457891871,0.9970149253731343
age_weeks,ridge,False,1,196,chr3:102465000-102469999,0.4977052523787163,0.9955223880597015
age_weeks,ridge,False,1,197,chr12:56680000-56684999,0.49739008621641584,0.9970149253731343
age_weeks,ridge,False,1,198,chr15:56690000-56694999,0.4969538157671169,0.9985074626865672
age_weeks,ridge,False,1,199,chr14:48670000-48674999,0.4967411226325047,0.9985074626865672
age_weeks,ridge,False,1,200,chr14:11550000-11554999,0.4959326626686379,1.0
age_weeks,ridge,False,1,201,chr2:170730000-170734999,0.4958527570591798,0.9970149253731343
age_weeks,ridge,False,1,202,chr12:49380000-49384999,0.4957952362558248,1.0
age_weeks,ridge,False,1,203,chr8:14095000-14099999,0.49564090265735805,0.9955223880597015
age_weeks,ridge,False,1,204,chr8:78435000-78439999,0.49547843527235785,1.0
age_weeks,ridge,False,1,205,chr12:72945000-72949999,0.49539611763413033,1.0
age_weeks,ridge,False,1,206,chr5:5690000-5694999,0.4951681198476787,0.9985074626865672
age_weeks,ridge,False,1,207,chr18:22340000-22344999,0.4950376155159643,1.0
age_weeks,ridge,False,1,208,chr8:62950000-62954999,0.49502539169917537,0.9985074626865672
age_weeks,ridge,False,1,209,chr7:4845000-4849999,0.49463700850486664,0.9925373134328358
age_weeks,ridge,False,1,210,chr10:29145000-29149999,0.49419756856700703,0.9955223880597015
age_weeks,ridge,False,1,211,chr1:89920000-89924999,0.4938372176095359,0.9985074626865672
age_weeks,ridge,False,1,212,chr4:44710000-44714999,0.49372692667371354,0.9985074626865672
age_weeks,ridge,False,1,213,chr5:108550000-108554999,0.49343292199446465,0.9970149253731343
age_weeks,ridge,False,1,214,chr8:50915000-50919999,0.493145251258023,0.9985074626865672
age_weeks,ridge,False,1,215,chr5:120430000-120434999,0.4926638079664679,1.0
age_weeks,ridge,False,1,216,chr1:171065000-171069999,0.4920897531477836,0.9716417910447761
age_weeks,ridge,False,1,217,chr11:3125000-3129999,-0.4920200787088084,0.9970149253731343
age_weeks,ridge,False,1,218,chr19:59170000-59174999,0.4920140946364426,1.0
age_weeks,ridge,False,1,219,chr10:31445000-31449999,0.4918749107372995,0.9985074626865672
age_weeks,ridge,False,1,220,chr14:5960000-5964999,0.49164096584009365,0.9880597014925373
age_weeks,ridge,False,1,221,chr2:54435000-54439999,0.49161565490155973,1.0
age_weeks,ridge,False,1,222,chr9:34485000-34489999,0.4912590929701067,1.0
age_weeks,ridge,False,1,223,chr8:57540000-57544999,-0.49123734702640304,0.9955223880597015
age_weeks,ridge,False,1,224,chr13:40705000-40709999,0.49107452789388245,0.9955223880597015
age_weeks,ridge,False,1,225,chr7:4840000-4844999,0.49083012923831215,0.9985074626865672
age_weeks,ridge,False,1,226,chr14:4015000-4019999,0.4905586063390772,0.9970149253731343
age_weeks,ridge,False,1,227,chr2:167185000-167189999,0.4902236773357396,0.9985074626865672
age_weeks,ridge,False,1,228,chr6:21210000-21214999,0.49008084219567516,0.9970149253731343
age_weeks,ridge,False,1,229,chr9:86880000-86884999,0.48979971668524885,0.9865671641791045
age_weeks,ridge,False,1,230,chr17:32655000-32659999,-0.4894369719749659,0.9895522388059701
age_weeks,ridge,False,1,231,chr5:71095000-71099999,0.48935300524430486,0.9985074626865672
age_weeks,ridge,False,1,232,chr3:96390000-96394999,0.48933332531202195,0.9985074626865672
age_weeks,ridge,False,1,233,chr8:118280000-118284999,0.4893276952439042,0.9955223880597015
age_weeks,ridge,False,1,234,chr13:42710000-42714999,0.4892924880458652,0.9925373134328358
age_weeks,ridge,False,1,235,chr12:106475000-106479999,0.4891276243744578,0.9985074626865672
age_weeks,ridge,False,1,236,chr6:127765000-127769999,0.4888752781518834,1.0
age_weeks,ridge,False,1,237,chr19:45150000-45154999,0.4888206438347767,0.9985074626865672
age_weeks,ridge,False,1,238,chr10:3365000-3369999,0.48833615025999183,0.9970149253731343
age_weeks,ridge,False,1,239,chr7:57385000-57389999,0.48811100176522404,1.0
age_weeks,ridge,False,1,240,chr1:4495000-4499999,0.4877120468251284,0.9970149253731343
age_weeks,ridge,False,1,241,chr18:13970000-13974999,0.487420953630121,0.9985074626865672
age_weeks,ridge,False,1,242,chr5:119800000-119804999,0.4874048382410273,0.9970149253731343
age_weeks,ridge,False,1,243,chr16:65815000-65819999,0.48712409834704906,0.9985074626865672
age_weeks,ridge,False,1,244,chr18:20055000-20059999,0.4870731059450687,0.9985074626865672
age_weeks,ridge,False,1,245,chr9:91365000-91369999,0.48699046178184413,1.0
age_weeks,ridge,False,1,246,chr14:105680000-105684999,0.48698066075781155,0.982089552238806
age_weeks,ridge,False,1,247,chr3:117575000-117579999,0.48636337377894234,0.9955223880597015
age_weeks,ridge,False,1,248,chr2:147360000-147364999,0.48635415292307577,1.0
age_weeks,ridge,False,1,249,chr18:64660000-64664999,0.48622776966469905,0.9970149253731343
age_weeks,ridge,False,1,250,chr6:23245000-23249999,0.486036486547149,1.0
age_weeks,ridge,False,1,251,chr3:7365000-7369999,0.48599389040670365,0.9985074626865672
age_weeks,ridge,False,1,252,chr7:138395000-138399999,0.48574553208736,1.0
age_weeks,ridge,False,1,253,chr18:23035000-23039999,0.48568360269487987,0.9970149253731343
age_weeks,ridge,False,1,254,chr14:98165000-98169999,0.4856261494795443,1.0
age_weeks,ridge,False,1,255,chr5:120435000-120439999,0.4852679228300946,1.0
age_weeks,ridge,False,1,256,chr5:52720000-52724999,-0.4852507580014163,0.9686567164179104
age_weeks,ridge,False,1,257,chr12:108000000-108004999,0.4848737485964636,1.0
age_weeks,ridge,False,1,258,chr5:63645000-63649999,0.4848509509420798,0.9940298507462687
age_weeks,ridge,False,1,259,chr3:154325000-154329999,0.4846916065897136,0.9970149253731343
age_weeks,ridge,False,1,260,chr9:99870000-99874999,0.48431708886609093,1.0
age_weeks,ridge,False,1,261,chr13:21220000-21224999,0.4842027051651015,0.9955223880597015
age_weeks,ridge,False,1,262,chr18:76860000-76864999,0.48412760523199977,0.9955223880597015
age_weeks,ridge,False,1,263,chr8:48840000-48844999,0.48363084692839997,0.9985074626865672
age_weeks,ridge,False,1,264,chr11:37235000-37239999,0.48331132581108877,0.9850746268656716
age_weeks,ridge,False,1,265,chr8:58910000-58914999,0.48317298072429765,0.9970149253731343
age_weeks,ridge,False,1,266,chr17:54295000-54299999,0.48310119532511575,0.9970149253731343
age_weeks,ridge,False,1,267,chr11:103650000-103654999,0.48299187378510405,0.9955223880597015
age_weeks,ridge,False,1,268,chr5:116590000-116594999,0.4823651320170162,0.9985074626865672
age_weeks,ridge,False,1,269,chr6:136170000-136174999,0.4817727510462032,0.9985074626865672
age_weeks,ridge,False,1,270,chr13:98365000-98369999,0.4817380489412222,1.0
age_weeks,ridge,False,1,271,chr1:96870000-96874999,0.481719502404636,0.9955223880597015
age_weeks,ridge,False,1,272,chr1:4490000-4494999,0.48160243972181555,1.0
age_weeks,ridge,False,1,273,chr7:57590000-57594999,0.4815291128807718,0.9970149253731343
age_weeks,ridge,False,1,274,chr12:109050000-109054999,0.4814527027734619,0.9955223880597015
age_weeks,ridge,False,1,275,chr19:40870000-40874999,0.4813553933095467,0.9955223880597015
age_weeks,ridge,False,1,276,chr7:79515000-79519999,0.4811660156630941,0.991044776119403
age_weeks,ridge,False,1,277,chr15:13170000-13174999,0.4810904902081031,0.9970149253731343
age_weeks,ridge,False,1,278,chr14:55825000-55829999,0.4809570588966652,1.0
age_weeks,ridge,False,1,279,chr19:61225000-61229999,0.4808992558854747,1.0
age_weeks,ridge,False,1,280,chr1:126490000-126494999,0.48076589192461666,0.9791044776119403
age_weeks,ridge,False,1,281,chr17:6255000-6259999,0.4804492677601022,0.9925373134328358
age_weeks,ridge,False,1,282,chr7:28690000-28694999,0.4802455149696455,0.9970149253731343
age_weeks,ridge,False,1,283,chr6:63255000-63259999,0.48014171252159343,1.0
age_weeks,ridge,False,1,284,chr12:119235000-119239999,0.47967517425110384,0.9761194029850746
age_weeks,ridge,False,1,285,chr1:25825000-25829999,0.4792645303967778,0.9970149253731343
age_weeks,ridge,False,1,286,chr17:69075000-69079999,0.47899158791038776,1.0
age_weeks,ridge,False,1,287,chr3:31310000-31314999,0.47873939208290056,0.9970149253731343
age_weeks,ridge,False,1,288,chr3:132085000-132089999,0.47855942979499366,0.9985074626865672
age_weeks,ridge,False,1,289,chr2:164965000-164969999,0.47841026452447033,0.9970149253731343
age_weeks,ridge,False,1,290,chr18:86395000-86399999,0.4782124664559011,0.9791044776119403
age_weeks,ridge,False,1,291,chr13:118715000-118719999,0.47818660500802457,0.9955223880597015
age_weeks,ridge,False,1,292,chr5:106450000-106454999,0.47803549725439265,0.9970149253731343
age_weeks,ridge,False,1,293,chr5:101660000-101664999,0.4779468346120191,1.0
age_weeks,ridge,False,1,294,chr13:110280000-110284999,0.4775929209361627,0.9970149253731343
age_weeks,ridge,False,1,295,chr15:54570000-54574999,0.47759249555050787,0.9865671641791045
age_weeks,ridge,False,1,296,chr17:85605000-85609999,0.47753630800809643,1.0
age_weeks,ridge,False,1,297,chr10:28075000-28079999,0.47724564034921246,1.0
age_weeks,ridge,False,1,298,chr1:167685000-167689999,0.4771284459438943,0.9746268656716418
age_weeks,ridge,False,1,299,chr18:52765000-52769999,0.4767508479436562,0.9985074626865672
age_weeks,ridge,False,1,300,chr5:147190000-147194999,0.47670509577825393,1.0
age_weeks,ridge,False,1,301,chr9:81860000-81864999,0.47669311545877785,0.991044776119403
age_weeks,ridge,False,1,302,chr8:45380000-45384999,0.4766644313837455,0.9940298507462687
age_weeks,ridge,False,1,303,chr12:49390000-49394999,0.4765543353715716,1.0
age_weeks,ridge,False,1,304,chr12:22030000-22034999,0.476298571740365,0.9970149253731343
age_weeks,ridge,False,1,305,chr18:64340000-64344999,0.47576410188633095,1.0
age_weeks,ridge,False,1,306,chr1:75260000-75264999,0.4756901562503306,0.9985074626865672
age_weeks,ridge,False,1,307,chr14:3205000-3209999,0.47561085533996106,0.9940298507462687
age_weeks,ridge,False,1,308,chr19:10100000-10104999,0.47522438724268296,0.9985074626865672
age_weeks,ridge,False,1,309,chr9:63140000-63144999,0.47514202284742074,0.9985074626865672
age_weeks,ridge,False,1,310,chr15:34835000-34839999,0.4749663864067667,1.0
age_weeks,ridge,False,1,311,chr13:56255000-56259999,0.47485462681900853,1.0
age_weeks,ridge,False,1,312,chr9:58820000-58824999,0.47455154985119524,0.9970149253731343
age_weeks,ridge,False,1,313,chr2:147365000-147369999,0.47447425022225026,1.0
age_weeks,ridge,False,1,314,chr2:28720000-28724999,-0.4744047951191655,0.9791044776119403
