feature_id,feature_index
chr18:25750000-25754999,24973
chr16:85900000-85904999,21105
chr10:8885000-8889999,3318
chr2:147085000-147089999,34132
chr6:99520000-99524999,54276
chr11:84525000-84529999,7546
chr2:80445000-80449999,37810
chr18:66860000-66864999,26087
chr15:102690000-102694999,16705
chr2:70475000-70479999,37464
chr3:146495000-146499999,39355
chr18:4635000-4639999,25492
chr18:34005000-34009999,25087
chr17:5185000-5189999,23405
chr4:101715000-101719999,41452
chr3:96495000-96499999,41271
chr15:32775000-32779999,17135
chr2:5710000-5714999,37160
chr14:4645000-4649999,15236
chr6:101375000-101379999,51072
chr7:65155000-65159999,57579
chr9:91375000-91379999,65643
chr16:91220000-91224999,21304
chr18:25755000-25759999,24974
chr16:35490000-35494999,20312
chr12:12940000-12944999,9224
chr5:139775000-139779999,48504
chr9:8000000-8004999,65438
chr18:76855000-76859999,26440
chr9:28400000-28404999,63640
chr1:74950000-74954999,32412
chr2:79455000-79459999,37795
chr6:137250000-137254999,52046
chr18:67130000-67134999,26097
chr15:30170000-30174999,17084
chr5:35395000-35399999,49688
chr9:40875000-40879999,63939
chr7:82865000-82869999,58149
chr8:87470000-87474999,61862
chr3:148985000-148989999,39406
chr12:111485000-111489999,8961
chr13:56255000-56259999,13018
chr10:110455000-110459999,107
chr19:45235000-45239999,27917
chr14:68080000-68084999,15978
chr7:65370000-65374999,57587
chr13:40735000-40739999,12231
chr1:165280000-165284999,30261
chr11:117965000-117969999,4754
chr8:94600000-94604999,62093
chr15:25620000-25624999,16958
chr10:127675000-127679999,765
chr4:100775000-100779999,41423
chr4:110350000-110354999,41738
chr10:116015000-116019999,242
chr12:50645000-50649999,9811
chr18:53415000-53419999,25626
chr10:43170000-43174999,1508
chr4:22475000-22479999,44603
chr11:112780000-112784999,4255
chr14:93890000-93894999,16438
chr8:102785000-102789999,58442
chr6:6860000-6864999,53466
chr5:48595000-48599999,49987
chr10:42575000-42579999,1474
chr7:44335000-44339999,56995
chr11:65160000-65164999,6567
chr8:85080000-85084999,61791
chr2:18585000-18589999,35924
chr5:63810000-63814999,50190
chr6:117165000-117169999,51379
chr7:118445000-118449999,54760
chr14:29720000-29724999,14857
chr13:41075000-41079999,12253
chr11:104130000-104134999,3934
chr5:119800000-119804999,47295
chr8:70370000-70374999,61293
chr15:98000000-98004999,19307
chr1:46425000-46429999,31835
chr5:134455000-134459999,48121
chr1:167685000-167689999,30368
chr5:50055000-50059999,49999
chr11:66525000-66529999,6606
chr3:95280000-95284999,41196
chr2:50065000-50069999,37068
chr6:48850000-48854999,52998
chr4:125490000-125494999,42307
chr9:56635000-56639999,64565
chr17:85485000-85489999,24396
chr15:76475000-76479999,18047
chr17:24470000-24474999,21958
chr19:38480000-38484999,27544
chr8:106510000-106514999,58627
chr13:18945000-18949999,11749
chr19:4000000-4004999,27581
chr11:69415000-69419999,6764
chr2:158610000-158614999,34647
chr11:61575000-61579999,6427
chr18:84715000-84719999,26795
chr8:60630000-60634999,61124
chr13:38345000-38349999,12165
chr9:99865000-99869999,65865
chr4:72195000-72199999,45758
chr11:98600000-98604999,8264
chr7:130265000-130269999,55258
chr1:184030000-184034999,30863
chr6:85185000-85189999,53812
chr7:63440000-63444999,57522
chr14:24000000-24004999,14692
chr17:45685000-45689999,23041
chr6:91840000-91844999,54104
chr10:4430000-4434999,1554
chr3:96400000-96404999,41264
chr2:135655000-135659999,33919
chr17:69075000-69079999,23901
chr2:147195000-147199999,34137
chr18:76860000-76864999,26441
chr4:20775000-20779999,44569
chr2:109670000-109674999,33285
chr2:25260000-25264999,36079
chr4:66400000-66404999,45705
chr7:78575000-78579999,57910
chr1:163310000-163314999,30204
chr18:76845000-76849999,26439
chr8:87465000-87469999,61861
chr18:47365000-47369999,25521
chr6:65670000-65674999,53405
chr7:44590000-44594999,57021
chr9:98030000-98034999,65782
chr10:59970000-59974999,1833
chr6:136170000-136174999,52013
chr13:103330000-103334999,11270
chr7:30585000-30589999,56628
chr13:53470000-53474999,12808
chr4:84670000-84674999,45919
chr2:138255000-138259999,33962
chr11:16260000-16264999,5126
chr3:127160000-127164999,38842
chr2:91455000-91459999,37988
chr12:56695000-56699999,9971
chr18:15065000-15069999,24790
chr18:42400000-42404999,25416
chr4:98815000-98819999,46141
chr6:138420000-138424999,52068
chr13:89535000-89539999,13696
chr6:21850000-21854999,52391
chr5:37900000-37904999,49831
chr4:46340000-46344999,45169
chr8:64205000-64209999,61171
chr5:50030000-50034999,49998
chr2:105125000-105129999,33215
chr18:13970000-13974999,24761
chr10:120475000-120479999,473
chr2:67565000-67569999,37390
chr10:30840000-30844999,1229
chr9:103760000-103764999,62368
chr18:86710000-86714999,26821
chr11:96170000-96174999,8022
chr9:20640000-20644999,63384
chr7:109010000-109014999,54503
chr3:66980000-66984999,40487
chr16:6835000-6839999,20890
chr14:34895000-34899999,15108
chr12:57540000-57544999,9993
chr2:71545000-71549999,37511
chr7:36695000-36699999,56816
chr10:107270000-107274999,60
chr14:4015000-4019999,15150
chr7:51620000-51624999,57397
chr7:70280000-70284999,57767
chr1:185455000-185459999,30919
chr11:50235000-50239999,5830
chr8:70645000-70649999,61323
chr8:13100000-13104999,60079
chr12:73045000-73049999,10273
chr11:82385000-82389999,7444
chr14:11550000-11554999,14202
chr13:40725000-40729999,12229
chr2:69585000-69589999,37430
chr8:48840000-48844999,61010
chr9:40870000-40874999,63938
chr1:22805000-22809999,31288
chr17:85610000-85614999,24405
chr16:44040000-44044999,20492
chr10:23350000-23354999,1120
chr14:34200000-34204999,15070
chr18:23040000-23044999,24895
chr2:124090000-124094999,33613
chr4:9840000-9844999,46124
chr2:113755000-113759999,33339
chr2:180890000-180894999,35867
chr3:145650000-145654999,39304
chr15:98895000-98899999,19372
chr5:147185000-147189999,48943
chr9:86880000-86884999,65543
chr4:28810000-28814999,44679
chr2:9880000-9884999,38170
chr3:93445000-93449999,41124
chr8:9770000-9774999,62219
chr18:25500000-25504999,24958
chr4:13740000-13744999,43237
chr8:12915000-12919999,60059
chr17:85605000-85609999,24404
chr8:121120000-121124999,59558
chr4:28815000-28819999,44680
chr13:69735000-69739999,13392
chr3:83125000-83129999,40708
chr1:63610000-63614999,32145
chr5:84415000-84419999,50691
chr11:98325000-98329999,8235
chr12:54190000-54194999,9901
chr3:102010000-102014999,38269
chr17:26850000-26854999,22149
chr1:19100000-19104999,31120
chr19:42515000-42519999,27740
chr6:56650000-56654999,53263
chr8:121125000-121129999,59559
chr3:31310000-31314999,39840
chr19:40485000-40489999,27601
chr9:29410000-29414999,63653
chr18:52765000-52769999,25604
chr7:6770000-6774999,57697
chr5:14025000-14029999,48528
chr10:123260000-123264999,621
chr19:43385000-43389999,27769
chr18:20055000-20059999,24851
chr3:108720000-108724999,38536
chr5:108550000-108554999,46505
chr3:89085000-89089999,40940
chr13:21995000-21999999,11808
chr5:101655000-101659999,46260
chr12:56530000-56534999,9964
chr16:67620000-67624999,20887
chr17:8430000-8434999,24337
chr3:156560000-156564999,39569
chr2:146830000-146834999,34124
chr7:142660000-142664999,55792
chr12:56680000-56684999,9969
chr4:22490000-22494999,44605
chr4:78210000-78214999,45822
chr12:55600000-55604999,9948
chr2:164965000-164969999,34910
chr3:118430000-118434999,38676
chr2:31640000-31644999,36557
chr6:24955000-24959999,52440
chr16:15080000-15084999,19617
chr17:49615000-49619999,23339
chr19:6045000-6049999,28654
chr1:75260000-75264999,32430
chr3:102465000-102469999,38292
chr11:102080000-102084999,3767
chr11:50915000-50919999,5872
chr13:48260000-48264999,12556
chr1:77515000-77519999,32489
chr15:102980000-102984999,16727
chr1:158355000-158359999,30137
chr7:132550000-132554999,55364
chr5:69340000-69344999,50378
chr18:64340000-64344999,25980
chr13:60600000-60604999,13227
chr4:76445000-76449999,45809
chr8:113845000-113849999,59021
chr7:19155000-19159999,56077
chr7:123980000-123984999,54940
chr7:139580000-139584999,55611
chr3:103575000-103579999,38330
chr2:160365000-160369999,34695
chr5:63645000-63649999,50187
chr5:29475000-29479999,49437
chr1:66465000-66469999,32205
chr2:10370000-10374999,33167
chr12:56610000-56614999,9967
chr8:14095000-14099999,60148
chr5:5690000-5694999,50138
chr15:102920000-102924999,16715
chr5:37715000-37719999,49820
chr8:92360000-92364999,62022
chr9:121715000-121719999,63172
chr15:56690000-56694999,17496
chr3:96705000-96709999,41290
chr5:140605000-140609999,48558
chr18:44660000-44664999,25461
chr2:139675000-139679999,33977
chr2:143545000-143549999,34029
chr18:64660000-64664999,25991
chr12:56535000-56539999,9965
chr15:40655000-40659999,17315
chr13:21220000-21224999,11785
chr9:91360000-91364999,65641
chr3:84475000-84479999,40757
chr3:101375000-101379999,38235
chr10:3365000-3369999,1257
chr1:187995000-187999999,30984
chr14:63245000-63249999,15783
chr11:84520000-84524999,7545
chr16:74410000-74414999,20946
chr15:89065000-89069999,18921
chr6:39870000-39874999,52866
chr10:28075000-28079999,1202
chr14:4180000-4184999,15166
chr11:37235000-37239999,5551
chr6:83070000-83074999,53712
chr3:45375000-45379999,40088
chr1:74855000-74859999,32405
chr5:106455000-106459999,46430
chr14:79770000-79774999,16325
chr11:3625000-3629999,5535
chr3:90250000-90254999,41044
chr13:110280000-110284999,11408
chr2:131560000-131564999,33837
chr19:44670000-44674999,27852
chr19:50675000-50679999,28203
chr4:11385000-11389999,41769
chr17:26840000-26844999,22147
chr2:146835000-146839999,34125
chr5:147955000-147959999,48996
chr13:21935000-21939999,11805
chr14:98165000-98169999,16452
chr19:10100000-10104999,26885
chr1:42695000-42699999,31771
chr17:85800000-85804999,24419
chr15:102925000-102929999,16716
chr13:94705000-94709999,13806
chr2:168840000-168844999,35296
chr13:40700000-40704999,12225
chr4:81440000-81444999,45848
chr1:45925000-45929999,31828
chr6:21210000-21214999,52382
chr15:26895000-26899999,17003
chr16:65810000-65814999,20868
chr9:99875000-99879999,65867
chr11:19925000-19929999,5190
chr3:7365000-7369999,40585
chr11:53475000-53479999,6031
chr9:91380000-91384999,65644
chr18:23035000-23039999,24894
chr4:135945000-135949999,43107
chr9:99870000-99874999,65866
chr5:106450000-106454999,46429
chr10:120550000-120554999,477
chr5:47985000-47989999,49983
chr16:91225000-91229999,21305
chr10:31445000-31449999,1238
chr10:29140000-29144999,1207
chr17:85620000-85624999,24407
chr2:147365000-147369999,34142
chr16:65815000-65819999,20869
chr1:78195000-78199999,32505
chr10:49780000-49784999,1639
chr9:81860000-81864999,65462
chr8:78435000-78439999,61549
chr5:147190000-147194999,48944
chr18:82900000-82904999,26710
chr1:19210000-19214999,31178
chr17:67695000-67699999,23847
chr13:96130000-96134999,13865
chr6:63255000-63259999,53374
chr18:16805000-16809999,24818
chr6:92480000-92484999,54126
chr13:60175000-60179999,13207
chr7:6695000-6699999,57664
chr7:79505000-79509999,57959
chr10:50895000-50899999,1655
chr12:49400000-49404999,9795
chr19:25505000-25509999,27189
chr1:96870000-96874999,33046
chr7:40895000-40899999,56889
chr1:72535000-72539999,32298
chr5:120430000-120434999,47346
chr13:54465000-54469999,12860
chr17:6255000-6259999,23673
chr6:8955000-8959999,54015
chr8:36610000-36614999,60684
chr2:147360000-147364999,34141
chr3:132085000-132089999,39015
chr15:75745000-75749999,17963
chr7:70370000-70374999,57777
chr18:63385000-63389999,25952
chr7:144860000-144864999,55892
chr18:86395000-86399999,26818
chr2:9895000-9899999,38173
chr17:68840000-68844999,23893
chr13:21780000-21784999,11800
chr2:28205000-28209999,36284
chr9:69755000-69759999,65160
chr7:57590000-57594999,57449
chr5:119670000-119674999,47285
chr13:68995000-68999999,13373
chr14:48670000-48674999,15308
chr4:76450000-76454999,45810
chr12:58210000-58214999,10005
chr17:33995000-33999999,22674
chr18:60910000-60914999,25820
chr7:134225000-134229999,55434
chr1:13125000-13129999,29359
chr4:35155000-35159999,44811
chr9:22050000-22054999,63519
chr5:108545000-108549999,46504
chr18:21650000-21654999,24885
chr1:82290000-82294999,32569
chr19:25605000-25609999,27193
chr10:120470000-120474999,472
chr10:36505000-36509999,1297
chr4:54945000-54949999,45399
chr2:133550000-133554999,33893
chr6:23250000-23254999,52413
chr12:5370000-5374999,9882
chr13:40720000-40724999,12228
chr4:85205000-85209999,45930
chr2:74760000-74764999,37656
chr1:176275000-176279999,30572
chr12:5375000-5379999,9883
chr15:102940000-102944999,16719
chr7:138395000-138399999,55567
chr9:58820000-58824999,64702
chr12:118840000-118844999,9178
chr6:127765000-127769999,51837
chr10:52020000-52024999,1674
chr11:120990000-120994999,5064
chr1:194620000-194624999,31231
chr15:102960000-102964999,16723
chr4:91375000-91379999,46041
chr4:22485000-22489999,44604
chr16:35540000-35544999,20314
chr13:40740000-40744999,12232
chr15:85580000-85584999,18738
chr9:37140000-37144999,63858
chr5:120435000-120439999,47347
chr2:61805000-61809999,37295
chr12:45070000-45074999,9742
chr2:70560000-70564999,37469
chr8:12390000-12394999,59839
chr15:13170000-13174999,16863
chr5:139540000-139544999,48478
chr2:71530000-71534999,37508
chr12:109050000-109054999,8816
chr17:26835000-26839999,22146
chr12:49390000-49394999,9794
chr2:74685000-74689999,37643
chr18:22340000-22344999,24889
chr9:86875000-86879999,65542
chr8:92355000-92359999,62021
chr12:46815000-46819999,9760
chr11:61680000-61684999,6433
chr17:93200000-93204999,24653
chr11:95120000-95124999,7932
chr2:179440000-179444999,35761
chr6:113195000-113199999,51210
chr2:109690000-109694999,33287
chr10:52690000-52694999,1691
chr13:81630000-81634999,13613
chr6:49210000-49214999,53010
chr1:42690000-42694999,31770
chr19:44730000-44734999,27861
chr3:117360000-117364999,38664
chr14:111675000-111679999,14182
chr4:139820000-139824999,43439
chr5:67095000-67099999,50339
chr14:12820000-12824999,14474
chr12:72935000-72939999,10263
chr2:31635000-31639999,36556
chr5:139545000-139549999,48479
chr8:44935000-44939999,60796
chr3:99240000-99244999,41388
chr2:33640000-33644999,36721
chr10:29145000-29149999,1208
chr13:51565000-51569999,12687
chr14:4415000-4419999,15181
chr1:69105000-69109999,32223
chr17:67350000-67354999,23831
chr3:49755000-49759999,40119
chr3:92080000-92084999,41101
chr5:98250000-98254999,50957
chr2:74695000-74699999,37645
chr8:89040000-89044999,61941
chr8:58910000-58914999,61105
chr18:58205000-58209999,25748
chr1:126490000-126494999,29233
chr8:87960000-87964999,61891
chr16:28445000-28449999,19968
chr15:11900000-11904999,16799
chr9:8900000-8904999,65586
chr10:125385000-125389999,642
chr5:7340000-7344999,50455
chr11:42420000-42424999,5618
chr10:125965000-125969999,654
chr5:37825000-37829999,49824
chr6:52255000-52259999,53136
chr2:153030000-153034999,34332
chr18:9705000-9709999,26875
chr7:126200000-126204999,54990
chr2:106690000-106694999,33254
chr5:15930000-15934999,49187
chr3:96390000-96394999,41263
chr3:62335000-62339999,40412
chr17:54295000-54299999,23445
chr5:14510000-14514999,48840
chr6:6870000-6874999,53474
chr1:15285000-15289999,29957
chr7:4840000-4844999,57288
chr15:102975000-102979999,16726
chr1:46065000-46069999,31830
chr17:69965000-69969999,23923
chr5:132540000-132544999,48058
chr1:4490000-4494999,31819
chr10:114800000-114804999,204
chr12:49380000-49384999,9792
chr13:36735000-36739999,12126
chr4:44710000-44714999,45066
chr8:12400000-12404999,59846
chr2:55435000-55439999,37144
chr6:77240000-77244999,53635
chr1:77510000-77514999,32488
chr12:27340000-27344999,9462
chr6:83710000-83714999,53760
chr5:98855000-98859999,50971
chr2:157910000-157914999,34598
chr13:72625000-72629999,13454
chr9:69760000-69764999,65161
chr13:100550000-100554999,11185
chr18:45560000-45564999,25474
chr11:16750000-16754999,5131
chr18:37805000-37809999,25280
chr5:47980000-47984999,49982
chr2:174470000-174474999,35671
chr4:124880000-124884999,42273
chr11:93095000-93099999,7833
chr5:101660000-101664999,46261
chr15:99030000-99034999,19385
chr12:84570000-84574999,10731
chr4:104365000-104369999,41502
chr12:118845000-118849999,9179
chr1:119420000-119424999,29107
chr12:18610000-18614999,9324
chr5:28210000-28214999,49416
chr4:114905000-114909999,41789
chr4:49055000-49059999,45299
chr13:40730000-40734999,12230
chr8:102780000-102784999,58441
chr2:147185000-147189999,34135
chr10:42580000-42584999,1475
chr18:45555000-45559999,25473
chr2:64095000-64099999,37341
chr11:53455000-53459999,6028
chr1:89920000-89924999,32804
chr4:154300000-154304999,44324
chr4:139830000-139834999,43441
chr6:23260000-23264999,52414
chr7:131550000-131554999,55319
chr2:74680000-74684999,37642
chr5:128600000-128604999,47906
chr3:154325000-154329999,39540
chr16:17795000-17799999,19698
chr4:22495000-22499999,44606
chr8:118280000-118284999,59277
chr8:45380000-45384999,60821
chr18:15755000-15759999,24809
chr3:107595000-107599999,38455
chr5:101665000-101669999,46262
chr12:27335000-27339999,9461
chr7:70365000-70369999,57776
chr2:149830000-149834999,34180
chr4:49845000-49849999,45320
chr3:95215000-95219999,41190
chr17:26845000-26849999,22148
chr17:68000000-68004999,23870
chr9:4795000-4799999,64304
chr13:94875000-94879999,13814
chr6:52310000-52314999,53143
chr13:118710000-118714999,11619
chr8:23665000-23669999,60352
chr19:45230000-45234999,27916
chr9:118475000-118479999,62951
chr15:95525000-95529999,19146
chr4:36950000-36954999,44833
