sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics
GSM3394711,GES15-05039-1179,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Male"
GSM3394712,GES15-05040-1306,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Male"
GSM3394713,GES15-05041-958,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Male"
GSM3394714,GES15-05042-996,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Male"
GSM3394715,GES15-05043-1000,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Male"
GSM3394716,GES15-05044-1162,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Male"
GSM3394717,GES15-05045-1165,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Male"
GSM3394718,GES15-05046-1056,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Male"
GSM3394719,GES15-05047-1156,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Male"
GSM3394720,GES15-05048-745,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
GSM2132712,20D02,20.381,2.912,0.67,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 0.67 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132713,20D03,20.381,2.912,0.67,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 0.67 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132714,20D04,20.381,2.912,0.67,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 0.67 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132715,20D05,20.381,2.912,0.67,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 0.67 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132716,20D06,20.381,2.912,0.67,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 0.67 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132717,20D07,20.381,2.912,0.67,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 0.67 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132718,35D01,35.591,5.084,1.17,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 1.17 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132719,35D02,35.591,5.084,1.17,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 1.17 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132720,35D04,35.591,5.084,1.17,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 1.17 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132721,35D05,35.591,5.084,1.17,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 1.17 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132722,35D06,35.591,5.084,1.17,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 1.17 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132723,35D07,35.591,5.084,1.17,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 1.17 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132724,B6_CR1001,304.2,43.457,10.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 10 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132725,B6_CR1002,304.2,43.457,10.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 10 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132726,B6_CR1003,304.2,43.457,10.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 10 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132727,B6_CR1004,304.2,43.457,10.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 10 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132728,B6_CR1005,304.2,43.457,10.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 10 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132729,B6_CR1801,547.56,78.223,18.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 18 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132730,B6_CR1802,547.56,78.223,18.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 18 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132731,B6_CR1803,547.56,78.223,18.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 18 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132732,B6_CR1804,547.56,78.223,18.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 18 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132733,B6_CR1805,547.56,78.223,18.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 18 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132734,B6_CR2301,699.66,99.951,23.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 23 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132735,B6_CR2302,699.66,99.951,23.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 23 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132736,B6_CR2303,699.66,99.951,23.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 23 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132737,B6_CR2304,699.66,99.951,23.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 23 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132738,B6_CR2305,699.66,99.951,23.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 23 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132739,B6_CR2701,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132740,B6_CR2702,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132741,B6_CR2703,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132742,B6_CR2704,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132743,B6_CR2705,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,C57BL/6,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: C57BL/6 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132744,B6D2F1_2001,608.4,86.914,20.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 20 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132745,B6D2F1_2002,608.4,86.914,20.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 20 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132746,B6D2F1_2003,608.4,86.914,20.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 20 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132747,B6D2F1_2004,608.4,86.914,20.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 20 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132748,B6D2F1_2005,608.4,86.914,20.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 20 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132749,B6D2F1_2701,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132750,B6D2F1_2702,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132751,B6D2F1_2703,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132752,B6D2F1_2704,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132753,B6D2F1_2705,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: standard
GSM2132754,B6D2F1_CR2101,638.82,91.26,21.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 21 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132755,B6D2F1_CR2102,638.82,91.26,21.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 21 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132756,B6D2F1_CR2103,638.82,91.26,21.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 21 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132757,B6D2F1_CR2104,638.82,91.26,21.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 21 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132758,B6D2F1_CR2105,638.82,91.26,21.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 21 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132759,b6d2f1_CR2106,638.82,91.26,21.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 21 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132760,b6d2f1_CR2107,638.82,91.26,21.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 21 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132761,B6D2F1_CR2701,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132762,B6D2F1_CR2702,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132763,B6D2F1_CR2703,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132764,B6D2F1_CR2704,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132765,B6D2F1_CR2705,821.34,117.334,27.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,B6D2F1,M,CR,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: B6D2F1 | age (years): 27 | gender: Male | genetic condition: Wild Type | diet: Calorie Restricted
GSM2132766,DW1,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,F,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Female | genetic condition: Snell Dwarf Control | diet: standard
GSM2132767,DW11,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,F,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Female | genetic condition: Snell Dwarf Control | diet: standard
GSM2132768,DW12,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,F,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Female | genetic condition: Snell Dwarf | diet: standard
GSM2132769,DW13,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,F,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Female | genetic condition: Snell Dwarf Control | diet: standard
GSM2132770,DW2,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,F,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Female | genetic condition: Snell Dwarf | diet: standard
GSM2132771,DW23,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Male | genetic condition: Snell Dwarf Control | diet: standard
GSM2132772,DW24,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Male | genetic condition: Snell Dwarf | diet: standard
GSM2132773,DW25,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Male | genetic condition: Snell Dwarf Control | diet: standard
GSM2132774,DW27,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Male | genetic condition: Snell Dwarf Control | diet: standard
GSM2132775,DW28,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Male | genetic condition: Snell Dwarf | diet: standard
GSM2132776,DW3,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Male | genetic condition: Snell Dwarf Control | diet: standard
GSM2132777,DW30,182.52,26.074,6.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 6 | gender: Male | genetic condition: Snell Dwarf | diet: standard
GSM2132778,DW31,152.1,21.729,5.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 5 | gender: Male | genetic condition: Snell Dwarf Control | diet: standard
GSM2132779,DW32,152.1,21.729,5.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 5 | gender: Male | genetic condition: Snell Dwarf | diet: standard
GSM2132780,DW33,152.1,21.729,5.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 5 | gender: Male | genetic condition: Snell Dwarf Control | diet: standard
GSM2132781,DW34,152.1,21.729,5.0,years,months,dataset_override_literature_geo,age_unit_override:years->months,blood,(DW/J x C3H/HEJ)/F2,M,control,GSE80672,RRBS,True,ok,Whole Blood,tissue: whole blood | strain: (DW/J x C3H/HEJ)/F2 | age (years): 5 | gender: Male | genetic condition: Snell Dwarf | diet: standard
