age_weeks,characteristics,dataset,intervention_guess,raw_age_token,raw_age_unit,sample_id,source_name,tissue_guess,title
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664996,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_ATAC_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664997,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_ATAC_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664998,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_ATAC_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664999,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_ATAC_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665000,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_ATAC_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665001,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_ATAC_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665002,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_H3K4me3_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665003,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_H3K4me3_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665004,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_H3K4me3_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665005,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_H3K4me3_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665006,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_H3K4me3_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665007,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_H3K4me3_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665008,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_H3K27ac_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665009,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_H3K27ac_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665010,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_low_H3K27ac_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665011,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_H3K27ac_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665012,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_H3K27ac_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7665013,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_CD150_high_H3K27ac_rep3
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316447,whole blood,blood;hsc_bone_marrow,Blood_Recipient_old_HSCs_10M_TX_RRBS_rep1
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316448,whole blood,blood;hsc_bone_marrow,Blood_Recipient_old_HSCs_10M_TX_RRBS_rep2
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316449,whole blood,blood;hsc_bone_marrow,Blood_Recipient_old_HSCs_10M_TX_RRBS_rep3
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316450,whole blood,blood;hsc_bone_marrow,Blood_Recipient_old_HSCs_10M_TX_RRBS_rep4
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316451,whole blood,blood;hsc_bone_marrow,Blood_Recipient_young_HSCs_10M_TX_RRBS_rep1
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316452,whole blood,blood;hsc_bone_marrow,Blood_Recipient_young_HSCs_10M_TX_RRBS_rep2
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316453,whole blood,blood;hsc_bone_marrow,Blood_Recipient_young_HSCs_10M_TX_RRBS_rep3
43.457,tissue: whole blood,GSE233879,recovery,10M,m,GSM8316454,whole blood,blood;hsc_bone_marrow,Blood_Recipient_young_HSCs_10M_TX_RRBS_rep4
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM8316455,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_RRBS_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM8316456,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_RRBS_rep4
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM8316457,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_RRBS_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM8316458,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_RRBS_rep4
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: young | replicate: 1,GSE276335,genetic,,,GSM8496685,Hematopoetic stem cells,hsc_bone_marrow,45b_Young_HSC_1
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: young | replicate: 2,GSE276335,genetic,,,GSM8496686,Hematopoetic stem cells,hsc_bone_marrow,45b_Young_HSC_2
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: young | replicate: 3,GSE276335,genetic,,,GSM8496687,Hematopoetic stem cells,hsc_bone_marrow,45b_Young_HSC_3
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 1,GSE276335,genetic,,,GSM8496688,Hematopoetic stem cells,hsc_bone_marrow,45b_Old_HSC_1
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 2,GSE276335,genetic,,,GSM8496689,Hematopoetic stem cells,hsc_bone_marrow,45b_Old_HSC_2
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 3,GSE276335,genetic,,,GSM8496690,Hematopoetic stem cells,hsc_bone_marrow,45b_Old_HSC_3
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: young | replicate: 1,GSE276335,,,,GSM8496691,Hematopoetic stem cells,hsc_bone_marrow,Y2_F_HSC
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: young | replicate: 2,GSE276335,,,,GSM8496692,Hematopoetic stem cells,hsc_bone_marrow,Y3_F_HSC
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: old | replicate: 1,GSE276335,,,,GSM8496693,Hematopoetic stem cells,hsc_bone_marrow,O1_F_HSC
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: old | replicate: 2,GSE276335,,,,GSM8496694,Hematopoetic stem cells,hsc_bone_marrow,O4_F_HSC
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 1,GSE276335,genetic,,,GSM8496695,Hematopoetic stem cells,,KO_O1_S1
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 2,GSE276335,genetic,,,GSM8496696,Hematopoetic stem cells,,KO_O2_S2
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 3,GSE276335,genetic,,,GSM8496697,Hematopoetic stem cells,,KO_O3_S3
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: young | replicate: 1,GSE276335,genetic,,,GSM8496698,Hematopoetic stem cells,,KO_Y1_S4
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: young | replicate: 2,GSE276335,genetic,,,GSM8496699,Hematopoetic stem cells,,KO_Y2_S5
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: young | replicate: 3,GSE276335,genetic,,,GSM8496700,Hematopoetic stem cells,,KO_Y3_S6
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: young | replicate: 4,GSE276335,genetic,,,GSM8496701,Hematopoetic stem cells,,KO_Y4_S7
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: young | replicate: 1,GSE276335,,,,GSM8496702,Hematopoetic stem cells,,WT_Y1_S8
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: young | replicate: 2,GSE276335,,,,GSM8496703,Hematopoetic stem cells,,WT_Y2_S9
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: young | replicate: 3,GSE276335,,,,GSM8496704,Hematopoetic stem cells,,WT_Y3_S10
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: young | replicate: 4,GSE276335,,,,GSM8496705,Hematopoetic stem cells,,WT_Y4_S11
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 4,GSE276335,genetic,,,GSM8496706,Hematopoetic stem cells,,IB15_1_KO_O4
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 5,GSE276335,genetic,,,GSM8496707,Hematopoetic stem cells,,IB15_2_KO_O5
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: old | replicate: 1,GSE276335,,,,GSM8496708,Hematopoetic stem cells,,IB15_3_WT_O1
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: old | replicate: 2,GSE276335,,,,GSM8496709,Hematopoetic stem cells,,IB15_4_WT_O2
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: old | replicate: 3,GSE276335,,,,GSM8496710,Hematopoetic stem cells,,IB15_5_WT_O3
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: WT | treatment: old | replicate: 4,GSE276335,,,,GSM8496711,Hematopoetic stem cells,,IB15_6_WT_O4
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 6,GSE276335,genetic,,,GSM8496712,Hematopoetic stem cells,,IB15_7_KO_O6
,cell type: Hematopoetic stem cells | cell line: Hematopoetic stem cells | Sex: F | genotype: Gadd45KO | treatment: old | replicate: 7,GSE276335,genetic,,,GSM8496713,Hematopoetic stem cells,,IB15_8_KO_O7
,"tissue: liver | treatment: liver, young, rep1",GSE286302,circadian;recovery,,,GSM8723111,liver,liver,"liver, young, rep1"
,"tissue: liver | treatment: liver, young, rep2",GSE286302,circadian;recovery,,,GSM8723112,liver,liver,"liver, young, rep2"
,"tissue: liver | treatment: liver, young, rep3",GSE286302,circadian;recovery,,,GSM8723113,liver,liver,"liver, young, rep3"
,"tissue: liver | treatment: liver, young, rep4",GSE286302,circadian;recovery,,,GSM8723114,liver,liver,"liver, young, rep4"
,"tissue: liver | treatment: liver, aged, vehicle, rep1",GSE286302,circadian;recovery,,,GSM8723115,liver,liver,"liver, aged, vehicle, rep1"
,"tissue: liver | treatment: liver, aged, vehicle, rep2",GSE286302,circadian;recovery,,,GSM8723116,liver,liver,"liver, aged, vehicle, rep2"
,"tissue: liver | treatment: liver, aged, vehicle, rep3",GSE286302,circadian;recovery,,,GSM8723117,liver,liver,"liver, aged, vehicle, rep3"
,"tissue: liver | treatment: liver, aged, vehicle, rep4",GSE286302,circadian;recovery,,,GSM8723118,liver,liver,"liver, aged, vehicle, rep4"
,"tissue: liver | treatment: liver, aged, 3dA, rep1",GSE286302,circadian;recovery,,,GSM8723119,liver,liver,"liver, aged, 3dA, rep1"
,"tissue: liver | treatment: liver, aged, 3dA, rep2",GSE286302,circadian;recovery,,,GSM8723120,liver,liver,"liver, aged, 3dA, rep2"
,"tissue: liver | treatment: liver, aged, 3dA, rep3",GSE286302,circadian;recovery,,,GSM8723121,liver,liver,"liver, aged, 3dA, rep3"
,"tissue: liver | treatment: liver, aged, 3dA, rep4",GSE286302,circadian;recovery,,,GSM8723122,liver,liver,"liver, aged, 3dA, rep4"
,"tissue: liver | treatment: liver, aged, saline, rep1",GSE286302,circadian;recovery,,,GSM8723123,liver,liver,"liver, aged, saline, rep1"
,"tissue: liver | treatment: liver, aged, saline, rep2",GSE286302,circadian;recovery,,,GSM8723124,liver,liver,"liver, aged, saline, rep2"
,"tissue: liver | treatment: liver, aged, saline, rep3",GSE286302,circadian;recovery,,,GSM8723125,liver,liver,"liver, aged, saline, rep3"
,"tissue: liver | treatment: liver, aged, CNO, rep1",GSE286302,circadian;recovery,,,GSM8723126,liver,liver,"liver, aged, CNO, rep1"
,"tissue: liver | treatment: liver, aged, CNO, rep2",GSE286302,circadian;recovery,,,GSM8723127,liver,liver,"liver, aged, CNO, rep2"
,"tissue: liver | treatment: liver, aged, CNO, rep3",GSE286302,circadian;recovery,,,GSM8723128,liver,liver,"liver, aged, CNO, rep3"
,"tissue: liver | treatment: liver, aged, CNO, rep4",GSE286302,circadian;recovery,,,GSM8723129,liver,liver,"liver, aged, CNO, rep4"
,"tissue: muscle | treatment: muscle, young, rep1",GSE286302,circadian;recovery,,,GSM8723130,muscle,skeletal_muscle,"muscle, young, rep1"
,"tissue: muscle | treatment: muscle, young, rep2",GSE286302,circadian;recovery,,,GSM8723131,muscle,skeletal_muscle,"muscle, young, rep2"
,"tissue: muscle | treatment: muscle, young, rep3",GSE286302,circadian;recovery,,,GSM8723132,muscle,skeletal_muscle,"muscle, young, rep3"
,"tissue: muscle | treatment: muscle, young, rep4",GSE286302,circadian;recovery,,,GSM8723133,muscle,skeletal_muscle,"muscle, young, rep4"
,"tissue: muscle | treatment: muscle, aged, vehicle, rep1",GSE286302,circadian;recovery,,,GSM8723134,muscle,skeletal_muscle,"muscle, aged, vehicle, rep1"
,"tissue: muscle | treatment: muscle, aged, vehicle, rep2",GSE286302,circadian;recovery,,,GSM8723135,muscle,skeletal_muscle,"muscle, aged, vehicle, rep2"
,"tissue: muscle | treatment: muscle, aged, vehicle, rep3",GSE286302,circadian;recovery,,,GSM8723136,muscle,skeletal_muscle,"muscle, aged, vehicle, rep3"
,"tissue: muscle | treatment: muscle, aged, 3dA, rep1",GSE286302,circadian;recovery,,,GSM8723137,muscle,skeletal_muscle,"muscle, aged, 3dA, rep1"
,"tissue: muscle | treatment: muscle, aged, 3dA, rep2",GSE286302,circadian;recovery,,,GSM8723138,muscle,skeletal_muscle,"muscle, aged, 3dA, rep2"
,"tissue: muscle | treatment: muscle, aged, 3dA, rep3",GSE286302,circadian;recovery,,,GSM8723139,muscle,skeletal_muscle,"muscle, aged, 3dA, rep3"
,"tissue: muscle | treatment: muscle, aged, 3dA, rep4",GSE286302,circadian;recovery,,,GSM8723140,muscle,skeletal_muscle,"muscle, aged, 3dA, rep4"
,"tissue: muscle | treatment: muscle, aged, saline, rep1",GSE286302,circadian;recovery,,,GSM8723141,muscle,skeletal_muscle,"muscle, aged, saline, rep1"
,"tissue: muscle | treatment: muscle, aged, saline, rep2",GSE286302,circadian;recovery,,,GSM8723142,muscle,skeletal_muscle,"muscle, aged, saline, rep2"
,"tissue: muscle | treatment: muscle, aged, saline, rep3",GSE286302,circadian;recovery,,,GSM8723143,muscle,skeletal_muscle,"muscle, aged, saline, rep3"
,"tissue: muscle | treatment: muscle, aged, saline, rep4",GSE286302,circadian;recovery,,,GSM8723144,muscle,skeletal_muscle,"muscle, aged, saline, rep4"
,"tissue: muscle | treatment: muscle, aged, CNO, rep1",GSE286302,circadian;recovery,,,GSM8723145,muscle,skeletal_muscle,"muscle, aged, CNO, rep1"
,"tissue: muscle | treatment: muscle, aged, CNO, rep2",GSE286302,circadian;recovery,,,GSM8723146,muscle,skeletal_muscle,"muscle, aged, CNO, rep2"
,"tissue: muscle | treatment: muscle, aged, CNO, rep3",GSE286302,circadian;recovery,,,GSM8723147,muscle,skeletal_muscle,"muscle, aged, CNO, rep3"
,"tissue: lung | treatment: lung, young, rep1",GSE286302,circadian;recovery,,,GSM8723148,lung,lung,"lung, young, rep1"
,"tissue: lung | treatment: lung, young, rep2",GSE286302,circadian;recovery,,,GSM8723149,lung,lung,"lung, young, rep2"
,"tissue: lung | treatment: lung, young, rep3",GSE286302,circadian;recovery,,,GSM8723150,lung,lung,"lung, young, rep3"
,"tissue: lung | treatment: lung, young, rep4",GSE286302,circadian;recovery,,,GSM8723151,lung,lung,"lung, young, rep4"
,"tissue: lung | treatment: lung, aged, vehicle, rep1",GSE286302,circadian;recovery,,,GSM8723152,lung,lung,"lung, aged, vehicle, rep1"
,"tissue: lung | treatment: lung, aged, vehicle, rep2",GSE286302,circadian;recovery,,,GSM8723153,lung,lung,"lung, aged, vehicle, rep2"
,"tissue: lung | treatment: lung, aged, vehicle, rep3",GSE286302,circadian;recovery,,,GSM8723154,lung,lung,"lung, aged, vehicle, rep3"
,"tissue: lung | treatment: lung, aged, vehicle, rep4",GSE286302,circadian;recovery,,,GSM8723155,lung,lung,"lung, aged, vehicle, rep4"
,"tissue: lung | treatment: lung, aged, 3dA, rep1",GSE286302,circadian;recovery,,,GSM8723156,lung,lung,"lung, aged, 3dA, rep1"
,"tissue: lung | treatment: lung, aged, 3dA, rep2",GSE286302,circadian;recovery,,,GSM8723157,lung,lung,"lung, aged, 3dA, rep2"
,"tissue: lung | treatment: lung, aged, 3dA, rep3",GSE286302,circadian;recovery,,,GSM8723158,lung,lung,"lung, aged, 3dA, rep3"
,"tissue: lung | treatment: lung, aged, 3dA, rep4",GSE286302,circadian;recovery,,,GSM8723159,lung,lung,"lung, aged, 3dA, rep4"
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT2 | treatment: Decitabine (50ng/ml),GSE295059,drug,24mo,mo,GSM8941285,Upper small Intestine  epithelium,intestine,D1_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT3 | treatment: Decitabine (50ng/ml),GSE295059,drug,24mo,mo,GSM8941286,Upper small Intestine  epithelium,intestine,D1_285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P3 | genotype: Lgr5-EGFP-IRES-creERT4 | treatment: None,GSE295059,drug,24mo,mo,GSM8941287,Upper small Intestine  epithelium,intestine,D1P1_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P3 | genotype: Lgr5-EGFP-IRES-creERT5 | treatment: None,GSE295059,drug,24mo,mo,GSM8941288,Upper small Intestine  epithelium,intestine,D1P1_285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P4 | genotype: Lgr5-EGFP-IRES-creERT6 | treatment: None,GSE295059,drug,24mo,mo,GSM8941289,Upper small Intestine  epithelium,intestine,D1P2_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P4 | genotype: Lgr5-EGFP-IRES-creERT7 | treatment: None,GSE295059,drug,24mo,mo,GSM8941290,Upper small Intestine  epithelium,intestine,D1P2_285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P10 | genotype: Lgr5-EGFP-IRES-creERT8 | treatment: None,GSE295059,drug,24mo,mo,GSM8941291,Upper small Intestine  epithelium,intestine,D3P2M283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P10 | genotype: Lgr5-EGFP-IRES-creERT9 | treatment: None,GSE295059,drug,24mo,mo,GSM8941292,Upper small Intestine  epithelium,intestine,D3P2M285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P11 | genotype: Lgr5-EGFP-IRES-creERT10 | treatment: Decitabine (50ng/ml),GSE295059,drug,24mo,mo,GSM8941293,Upper small Intestine  epithelium,intestine,D4_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P11 | genotype: Lgr5-EGFP-IRES-creERT11 | treatment: Decitabine (50ng/ml),GSE295059,drug,24mo,mo,GSM8941294,Upper small Intestine  epithelium,intestine,D4_285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P12 | genotype: Lgr5-EGFP-IRES-creERT12 | treatment: None,GSE295059,drug,24mo,mo,GSM8941295,Upper small Intestine  epithelium,intestine,D4P1_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P12 | genotype: Lgr5-EGFP-IRES-creERT13 | treatment: None,GSE295059,drug,24mo,mo,GSM8941296,Upper small Intestine  epithelium,intestine,D4P1_285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT14 | treatment: None,GSE295059,drug,24mo,mo,GSM8941297,Upper small Intestine  epithelium,intestine,D4P2_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT15 | treatment: None,GSE295059,drug,24mo,mo,GSM8941298,Upper small Intestine  epithelium,intestine,D4P2_285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT16 | treatment: None,GSE295059,drug,24mo,mo,GSM8941299,Upper small Intestine  epithelium,intestine,Org_USI_P0_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT17 | treatment: None,GSE295059,drug,24mo,mo,GSM8941300,Upper small Intestine  epithelium,intestine,Org_USI_P0_283_1
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P24 | genotype: Lgr5-EGFP-IRES-creERT18 | treatment: None,GSE295059,drug,24mo,mo,GSM8941301,Upper small Intestine  epithelium,intestine,Org_USI_P25_283_1
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P24 | genotype: Lgr5-EGFP-IRES-creERT19 | treatment: None,GSE295059,drug,24mo,mo,GSM8941302,Upper small Intestine  epithelium,intestine,Org_USI_P25_283
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT20 | treatment: None,GSE295059,drug,24mo,mo,GSM8941303,Upper small Intestine  epithelium,intestine,Org_USI_P0_285_1
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT21 | treatment: None,GSE295059,drug,24mo,mo,GSM8941304,Upper small Intestine  epithelium,intestine,Org_USI_P0_285
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P24 | genotype: Lgr5-EGFP-IRES-creERT22 | treatment: None,GSE295059,drug,24mo,mo,GSM8941305,Upper small Intestine  epithelium,intestine,Org_USI_P25_285_1
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P24 | genotype: Lgr5-EGFP-IRES-creERT23 | treatment: None,GSE295059,drug,24mo,mo,GSM8941306,Upper small Intestine  epithelium,intestine,Org_USI_P25_285
104.297,tissue: Colon  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT24 | treatment: None,GSE295059,drug,24mo,mo,GSM8941307,Colon  epithelium,intestine,Org_COL_24mo_14p
104.297,tissue: Colon  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT25 | treatment: None,GSE295059,drug,24mo,mo,GSM8941308,Colon  epithelium,intestine,Org_COL_24mo_3p
104.297,tissue: Lower small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT26 | treatment: None,GSE295059,drug,24mo,mo,GSM8941309,Lower small Intestine  epithelium,intestine,Org_LSI_24mo_14p
104.297,tissue: Lower small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT27 | treatment: None,GSE295059,drug,24mo,mo,GSM8941310,Lower small Intestine  epithelium,intestine,Org_LSI_24mo_3p
,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT28 | treatment: None,GSE295059,drug,,,GSM8941311,Upper small Intestine  epithelium,intestine,OCorg3P_concat
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT29 | treatment: None,GSE295059,drug,4mo,mo,GSM8941312,Upper small Intestine  epithelium,intestine,YCorg3p_concat
,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT30 | treatment: None,GSE295059,drug,,,GSM8941313,Upper small Intestine  epithelium,intestine,OLorg3p_concat
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT31 | treatment: None,GSE295059,drug,4mo,mo,GSM8941314,Upper small Intestine  epithelium,intestine,YLorg3p_concat
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT32 | treatment: None,GSE295059,drug,24mo,mo,GSM8941315,Upper small Intestine  epithelium,intestine,OUorg3p_conca
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT33 | treatment: None,GSE295059,drug,4mo,mo,GSM8941316,Upper small Intestine  epithelium,intestine,YUorg3p_concat
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P13 | genotype: Lgr5-EGFP-IRES-creERT34 | treatment: None,GSE295059,drug,24mo,mo,GSM8941317,Upper small Intestine  epithelium,intestine,Org_USI_24mo_14p
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P2 | genotype: Lgr5-EGFP-IRES-creERT35 | treatment: None,GSE295059,drug,24mo,mo,GSM8941318,Upper small Intestine  epithelium,intestine,Org_USI_24mo_3p
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT36 | treatment: None,GSE295059,drug,24mo,mo,GSM8941319,Upper small Intestine  epithelium,intestine,Org_USI_P0_24mo_1
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT37 | treatment: None,GSE295059,drug,24mo,mo,GSM8941320,Upper small Intestine  epithelium,intestine,Org_USI_P0_24mo
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT38 | treatment: None,GSE295059,drug,4mo,mo,GSM8941321,Upper small Intestine  epithelium,intestine,Org_USI_P0_4mo_1
17.383,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P0 | genotype: Lgr5-EGFP-IRES-creERT39 | treatment: None,GSE295059,drug,4mo,mo,GSM8941322,Upper small Intestine  epithelium,intestine,Org_USI_P0_4mo
104.297,tissue: Upper small Intestine  epithelium | cell line: Organoid | cell type: P10 | genotype: Lgr5-EGFP-IRES-creERT40 | treatment: None,GSE295059,drug,24mo,mo,GSM8941323,Upper small Intestine  epithelium,intestine,P11CT283
